user_id,signup_date,market,age_band,gender,height_cm,subscription_tier,referral_source
USR_0731,2024-04-01,Nigeria,25-34,Male,166.1,Premium,Direct
USR_0732,2024-02-27,Nigeria,18-24,Female,152.4,Free,referral
USR_0733,2024-01-20,UAE,45-54,Female,156.1,Premium,Referral
USR_0734,2024-04-01,Nigeria,35-44,Male,179.9,Free,Paid Ad
USR_0735,2024-03-12,UAE,35-44,Male,171.9,Premium,organic_search
USR_0736,2024-03-01,Nigeria,25-34,Male,174.6,Basic,Social Media
USR_0737,2024-02-08,Nigeria,25-34,Male,164.6,Free,social media
USR_0738,2024-01-01,Nigeria,35-44,Male,180.0,Basic,Organic Search
USR_0739,2024-01-03,Nigeria,25-34,Male,159.9,Premium,Organic Search
USR_0740,2024-03-17,UAE,25-34,Male,169.4,Free,PaidAd
USR_0741,2024-04-01,Nigeria,35-44,Female,164.5,Basic,social media
USR_0742,2024-03-02,UAE,,Male,166.1,Basic,organic search
USR_0743,2024-03-03,United Kingdom,35-44,Female,165.7,Premium,Organic Search
USR_0744,2024-01-25,UAE,35-44,Female,156.8,Free,Organic Search
USR_0745,2024-02-25,Nigeria,,Female,154.6,Free,social media
USR_0746,2024-02-02,UAE,25-34,Female,169.7,Free,PaidAd
USR_0747,2024-02-07,United Kingdom,35-44,Female,162.9,Basic,organic_search
USR_0748,2024-01-06,Nigeria,55+,Female,165.1,Basic,referral
USR_0749,2024-02-27,Nigeria,25-34,Female,168.1,Premium,Organic Search
USR_0750,2024-02-13,UAE,,Female,146.3,Free,social media
